# Ausgewertete Messdaten aus Wolff-Algorithmus
# L || beta || Binderkumulante ||  Suszeptibilitaet mit Clustergroesse || Suszeptibilitaet Magnetisierungswerten || Korrelationslaenge || x
350	0.440725	0.612757	31313.6	31346.3	324.566	0.927333
350	0.440625	0.607547	30229.3	30266.5	306.642	0.876121
350	0.440775	0.616405	32300.4	31984.7	334.529	0.955796
400	0.4404	0.587589	34212.3	34141.1	303.418	0.758545
400	0.44045	0.591231	34975.5	34981.1	310.114	0.775285
400	0.4405	0.596267	35581.1	35858.4	322.587	0.806469
400	0.44055	0.600625	36961.1	36832.5	335.91	0.839776
400	0.4406	0.604249	37646.6	37606.9	344.472	0.861181
400	0.44065	0.607523	38785.6	38419.4	354.208	0.885521
400	0.4407	0.611518	39129	39310.4	362.776	0.90694
400	0.44075	0.614276	40186.2	40031.4	374.729	0.936822
400	0.4408	0.618368	41005.2	40993.4	387.959	0.969898
400	0.44085	0.621426	41953.3	41822.4	402.412	1.00603
400	0.4409	0.623759	42605	42532.5	415.024	1.03756
400	0.440675	0.610834	38891.2	38990.5	356.643	0.891608
400	0.440725	0.613632	39735.5	39667.4	371.085	0.927714
400	0.440625	0.605583	38066.7	37870.8	351.89	0.879725
400	0.440775	0.615886	40359.4	40470.9	381.888	0.954721
450	0.4404	0.584833	41046.3	41181.4	334.447	0.743215
450	0.44045	0.589217	42511.9	42541.7	345.625	0.768055
450	0.4405	0.59391	43835.3	43510.5	360.578	0.801284
450	0.44055	0.599156	45123.5	44824.6	374.09	0.83131
450	0.4406	0.604293	46231.5	46140.8	386.835	0.859633
450	0.44065	0.608442	47723.9	47233.7	396.374	0.88083
450	0.4407	0.610945	47931.1	48138.8	409.563	0.910141
450	0.44075	0.613954	48862.5	49215.5	420.145	0.933656
450	0.4408	0.618921	50855.2	50645.7	442.857	0.984127
450	0.44085	0.622188	51528.6	51728	455.158	1.01146
450	0.4409	0.625311	52773.8	52860.7	472.968	1.05104
450	0.440675	0.609122	47993.8	47654.2	403.593	0.896873
450	0.440725	0.613598	49008.4	48832.3	418.244	0.92943
450	0.440625	0.603707	46273.9	46359.9	388.694	0.863764
450	0.440775	0.614447	50097.7	49608.2	432.961	0.962136
500	0.4404	0.579612	48529.2	48374.9	360.663	0.721327
500	0.44045	0.586777	50497.3	50362.5	378.897	0.757793
500	0.4405	0.592137	51899.9	51877.7	393.25	0.786501
500	0.44055	0.596482	52625.2	53111.3	402.181	0.804362
500	0.4406	0.602553	54938.6	54930.3	423.41	0.84682
500	0.44065	0.608501	56509.4	56885.8	445.185	0.890371
500	0.4407	0.611925	57828.2	58258.3	457.95	0.915901
500	0.44075	0.615784	59263.8	59598	473.936	0.947871
500	0.4408	0.619038	61081.9	61023.4	490.114	0.980227
500	0.44085	0.622752	62809.7	62500.3	511.845	1.02369
500	0.4409	0.626577	64140.1	64004	529.738	1.05948
500	0.440675	0.609572	57660.1	57330.6	451.844	0.903687
500	0.440725	0.613644	58701.2	58855.9	464.096	0.928192
500	0.440625	0.599309	54656.6	54934	424.343	0.848686
500	0.440775	0.613307	60030.7	59635.6	482.388	0.964776
