# Mag 	 Suszeptibilitaet 	 Korrelationslaenge 	 x
-0.59742222	6515.52	2905.3024	19.368683
-0.71982222	4463.2133	2431.6965	16.21131
-0.50808889	2588.432	2367.4637	15.783091
-0.59591111	1972.96	1682.2755	11.21517
-0.64293333	4425.6667	2404.686	16.03124
-0.54115556	1641.805	1462.9804	9.7532024
-0.56497778	2552.704	2038.7316	13.591544
-0.548	5859.26	2755.1052	18.367368
-0.61662222	6216.76	2837.9116	18.919411
-0.57333333	3618.4133	2218.4913	14.789942
-0.67671111	5877.74	2759.4468	18.396312
-0.49306667	3449.0133	2207.7336	14.718224
0.14355556	1675.0171	1474.8403	9.8322684
0.63111111	2624.05	1972.0327	13.146885
0.652	3030.17	2010.6673	13.404448
0.63546667	3308.58	2927.8756	19.519171
0.65315556	6103.9	2812.0336	18.746891
0.50568889	5535.42	2677.8865	17.852577
0.57884444	2710.95	1937.6573	12.917715
0.49288889	3433.0267	2108.916	14.05944
-0.3336	2714.272	1979.1881	13.194587
0.49537778	1015.3169	1246.4046	8.3093637
-0.11937778	1721.6571	1877.5394	12.516929
0.45822222	1687.5886	1636.1943	10.907962
0.62346667	1936.5133	1944.202	12.961347
0.60755556	1413.885	1507.8108	10.052072
0.57475556	3885.0533	2248.5859	14.990572
0.46168889	2128.72	2146.8159	14.312106
0.564	5619.9	2698.2435	17.98829
0.63546667	3951.2	2770.9389	18.472926
0.704	4404.2533	2392.9737	15.953158
0.67448889	6682.72	2942.3439	19.615626
0.58444444	6328.3	2863.2571	19.088381
0.6152	3919.8133	2258.9323	15.059549
0.50577778	5643.22	2703.8359	18.025573
0.47271111	5192.88	2593.7072	17.291382
0.53964444	1677.6467	1657.0277	11.046852
0.60586667	2414.984	1773.2799	11.821866
0.41217778	2879.91	1985.0667	13.233778
0.55297778	1571.1911	1533.1216	10.220811
0.67653333	4087.8933	2301.8315	15.345543
0.60764444	3883.2933	2747.0246	18.313497
0.46471111	3569.28	2203.377	14.68918
0.68791111	6212.58	2836.9581	18.913054
0.59715556	4130.28	2415.9662	16.106441
0.50302222	3695.2667	2679.6949	17.864633
0.56782222	5881.26	2760.2728	18.401819
0.60471111	3624.8667	2220.4688	14.803125
0.55751111	3960.7333	2297.2561	15.315041
0.47626667	5438.4	2654.3146	17.695431
-0.62986667	1770.2667	1721.3076	11.475384
-0.58302222	3891.2133	2293.448	15.289653
-0.476	5057.36	2559.6394	17.064263
-0.54746667	3518.5333	2338.7303	15.591535
