# Mag 	 Suszeptibilitaet 	 Korrelationslaenge 	 x
0.629336	47165.619	31801.641	63.603282
0.657608	24261.633	20056.782	40.113563
0.662024	73670.014	32451.629	64.903259
0.650456	72812.809	32262.278	64.524555
0.65152	71766.221	32029.575	64.059149
0.63456	44617.779	25279.595	50.55919
0.585432	67704.798	31110.06	62.220121
0.641808	16875.365	20694.016	41.388031
0.579552	34714.145	23928.568	47.857137
0.626192	68176.371	31218.215	62.436431
0.657232	35827.846	24209.585	48.419171
0.624016	70349.286	31711.806	63.423612
0.678536	72563.621	32207.025	64.414049
0.550144	28206.962	23104.344	46.208689
0.607504	33637.211	25393.402	50.786804
0.596064	45962.136	31393.292	62.786584
0.65752	69754.337	31577.427	63.154854
0.615856	70832.599	31820.553	63.641105
0.621064	67093.901	30969.39	61.93878
0.65736	48092.818	26268.537	52.537074
0.682152	72848.47	32270.177	64.540354
0.624752	47620.876	31954.752	63.909504
0.62884	69618.557	31546.679	63.093357
0.640096	47692.937	27694.507	55.389014
0.658712	72262.825	32140.202	64.280403
0.659088	48437.472	32227.565	64.45513
0.601448	71640.852	32001.586	64.003172
0.666504	71453.685	31959.755	63.919511
0.629416	71273.827	31919.507	63.839013
0.622784	44471.736	25604.367	51.208735
0.615144	66438.261	30817.702	61.635405
0.66432	20259.213	19725.57	39.45114
0.617392	72580.677	32210.809	64.421619
0.632848	35425.16	22768.709	45.537417
0.59732	44191.465	25157.423	50.314846
0.614944	34427.856	23780.131	47.560261
0.620944	67872.03	31148.458	62.296916
0.663152	23455.816	21745.189	43.490378
0.644336	72713.577	32240.286	64.480572
0.644304	47540.102	31927.64	63.85528
0.566072	45616.448	26671.365	53.342729
0.634048	68145.14	31211.064	62.422128
0.62896	15982.222	16998.393	33.996785
0.63688	69977.609	31627.924	63.255847
0.624624	34407.145	27161.908	54.323815
0.655192	47097.84	25955.41	51.910819
0.658472	36788.935	23495.295	46.99059
0.628304	67912.565	31157.758	62.315515
0.65516	28263.489	23045.777	46.091554
0.647288	27741.192	20413.63	40.82726
0.653104	47190.28	28451.647	56.903295
0.656264	71190.765	31900.902	63.801803
0.67964	49503.183	26629.815	53.259629
0.673536	49141.547	26647.842	53.295684
0.647008	71508.174	31971.939	63.943878
0.651616	47793.203	26783.533	53.567067
0.616744	35755.084	24890.387	49.780774
0.6512	45619.106	25572.457	51.144915
0.641944	71473.841	31964.263	63.928526
0.656056	72317.092	32152.268	64.304535
0.652936	70876.456	31830.402	63.660805
0.653536	73243.626	32357.581	64.715162
0.647608	35419.733	22625.846	45.251692
0.637496	35528.821	22551.302	45.102604
0.623544	58234.122	28852.264	57.704528
0.634496	70126.678	31661.593	63.323186
0.609384	69910.495	31612.753	63.225506
0.612608	45266.183	25984.761	51.969521
0.622776	67527.598	31069.322	62.138645
0.624392	43326.286	25026.027	50.052055
0.612232	68218.013	31227.748	62.455496
0.5764	41581.9	25236.193	50.472387
0.609584	22066.864	20248.743	40.497487
0.60124	62516.825	29894.382	59.788765
0.604344	21338.276	20281.803	40.563606
0.64684	45870.583	28050.994	56.101988
0.650728	35148.063	24112.964	48.225929
0.661648	29334.308	23735.997	47.471994
0.637832	47165.176	31801.492	63.602983
0.602736	63415.672	30108.521	60.217043
0.649984	34070.244	22549.442	45.098884
0.569312	22629.917	26064.009	52.128019
0.597432	26346.716	20527.364	41.054728
0.604648	44771.352	25312.578	50.625157
0.651704	70059.564	31646.439	63.292878
0.617968	46937.179	25958.433	51.916865
0.633752	46733.104	25895.625	51.79125
0.622256	47508.354	26196.836	52.393672
0.560312	22440.977	20691.167	41.382333
0.649288	67848.108	31142.968	62.285937
0.623128	46054.871	31424.946	62.849893
0.63608	22035.632	18253.141	36.506283
0.661696	69780.031	31583.242	63.166484
0.61616	46586.766	26097.641	52.195282
0.64756	71246.14	31913.306	63.826612
0.623816	35529.264	28506.482	57.012964
0.65208	70862.944	31827.368	63.654736
0.646944	71681.83	32010.737	64.021474
0.644296	28299.283	23416.085	46.832171
0.659144	71463.431	31961.935	63.92387
0.641552	35892.635	22988.189	45.976378
0.648368	70582.304	31764.282	63.528564
0.677928	48462.871	28832.728	57.665455
0.6772	30118.595	23271.625	46.54325
0.618304	29256.074	20736.183	41.472365
0.576096	46506.14	27347.758	54.695517
0.66508	28515.29	20593.992	41.187985
0.670112	72773.603	32253.591	64.507181
0.671608	36733.892	26806.089	53.612179
0.6846	36846.968	23994.298	47.988595
0.652264	48735.021	27567.992	55.135984
0.627	70902.593	31836.271	63.672542
0.646496	70808.455	31815.129	63.630258
0.65544	48492.847	26369.392	52.738785
0.649856	71695.12	32013.704	64.027408
0.630152	72297.379	32147.885	64.29577
0.63916	68284.906	31243.055	62.486109
0.668096	73489.935	32411.943	64.823885
0.672848	74082.447	32542.341	65.084682
0.657128	20959.786	20265.011	40.530021
0.651824	73001.306	32304.011	64.608021
0.644344	22474.202	18446.273	36.892545
0.62212	28593.701	22670.423	45.340846
0.641	34624.215	25704.485	51.40897
0.617872	45355.374	26594.931	53.189862
0.664752	71814.287	32040.299	64.080598
0.636024	69258.398	31464.972	62.929944
