# Mag 	 Suszeptibilitaet 	 Korrelationslaenge 	 x
0.6958125	31373.484	17949.384	44.87346
0.6874	49739.766	21308.112	53.27028
0.69795	19912.512	14626.292	36.56573
0.6508375	19104.521	17048.41	42.621024
0.6652875	30941.472	18409.978	46.024946
0.6588125	47379.24	20796.351	51.990879
0.6929875	48754.308	21095.975	52.739937
0.6704375	48215.736	20979.131	52.447829
0.678775	23174.691	15556.679	38.891698
0.6804	48521.208	21045.483	52.613708
0.6771125	48800.262	21105.915	52.764787
0.647925	47237.826	20765.293	51.913231
0.6569125	22909.623	16252.826	40.632066
0.6628125	46782.948	20665.071	51.662677
0.6822625	47171.448	20750.698	51.876745
0.6803625	32022.464	20939.49	52.348726
0.6475	15817.574	13364.47	33.411175
0.624575	17941.862	14945.849	37.364622
0.5204875	14723.558	14479.672	36.19918
0.609275	41427.642	19446.355	48.615888
0.6403875	44927.694	20251.172	50.627931
0.6546375	30891.152	16813.315	42.033287
0.6693625	31845.456	20881.537	52.203843
0.6406125	23675.634	15356.785	38.391963
0.68655	19576.759	17586.589	43.966471
0.6476625	24252.057	15173.343	37.933357
0.6734	47333.286	20786.264	51.965659
0.6826625	15870.558	17093.055	42.732638
0.670025	48323.406	21002.542	52.506356
0.6702375	23689.953	16981.902	42.454756
0.6526125	31600.664	17739.206	44.348014
0.6873875	47002.728	20713.555	51.783887
0.6989	32081.812	20958.885	52.397213
0.657675	48522.984	21045.869	52.614671
0.6687625	30803.092	16917.338	42.293344
0.6835125	47035.584	20720.793	51.801983
0.6515375	19385.395	14060.367	35.150918
0.6934	48009.054	20934.118	52.335296
0.6500375	32040.372	18139.152	45.347879
0.6804125	47306.424	20780.365	51.950911
0.67475	31816.892	17052.107	42.630267
0.65815	24341.856	15953.1	39.882749
0.6572	47259.36	20770.025	51.925063
0.699575	32064.792	17228.314	43.070785
0.638475	46489.908	20600.248	51.50062
0.6503875	46793.826	20667.473	51.668683
0.67655	32332.524	21040.62	52.60155
0.68605	49157.904	21183.113	52.957782
0.656425	47061.336	20726.465	51.816162
0.6527	47408.988	20802.879	52.007198
0.6587375	31435.644	18556.411	46.391028
0.6289875	46470.372	20595.919	51.489798
0.67795	23144.943	17372.836	43.432089
0.6636625	31844.716	17807.574	44.518936
0.664075	47256.474	20769.391	51.923477
0.6634125	47777.286	20883.527	52.208817
0.67215	31454.588	18562.002	46.405004
0.6636875	47101.518	20735.311	51.838278
0.616225	46526.982	20608.46	51.521151
0.6580625	44102.742	20064.387	50.160968
0.6579	46237.494	20544.248	51.36062
0.6722625	30881.532	16829.169	42.072923
0.6872125	31924.488	20907.432	52.268581
0.6622	47739.546	20875.277	52.188192
0.6623875	15602.974	14283.008	35.707519
0.6865875	47850.324	20899.483	52.248708
0.677275	31988.868	20928.503	52.321258
0.67825	23981.994	15606.281	39.015702
0.6792125	10477.364	10745.153	26.862882
0.6702125	47380.128	20796.546	51.991366
0.6677625	47671.836	20860.468	52.151169
0.6405125	46799.376	20668.699	51.671747
0.69095	46262.802	20549.87	51.374674
0.674575	13837.577	12822.778	32.056946
0.676225	45728.892	20430.944	51.077361
0.6476875	47145.474	20744.984	51.86246
0.644725	23255.721	15669.394	39.173484
0.6483625	23800.731	15765.708	39.414269
0.67145	47860.314	20901.665	52.254162
0.7129375	50367.582	21442.166	53.605415
0.6443625	48482.136	21037.008	52.592521
0.69615	32594.78	17251.667	43.129168
0.638675	15635.608	13032.709	32.581772
0.6604625	31005.556	18429.033	46.072583
0.662775	23438.871	17094.717	42.736793
0.648625	31502.688	17711.685	44.279211
0.6848125	47330.622	20785.679	51.964197
0.6789625	48063	20945.877	52.364691
0.6943625	48490.128	21038.742	52.596855
0.679425	15952.55	13137.716	32.844291
0.6613625	47047.35	20723.385	51.808461
0.66695	47999.73	20932.086	52.330214
0.65905	15927.76	14956.944	37.392361
0.676025	30450.112	20418.939	51.047348
0.6690625	47775.066	20883.041	52.207604
0.6781875	32416.44	17805.575	44.513939
0.691975	32169.428	20987.485	52.468713
0.6811375	48798.486	21105.531	52.763827
0.67365	32238.1	17299.193	43.247983
0.6837625	32321.276	18815.99	47.039976
0.66395	48899.718	21127.411	52.818527
0.671725	30607.584	16777.235	41.943088
0.65455	15227.128	14608.23	36.520574
0.6590125	19147.322	14970.827	37.427066
0.656875	19157.268	14297.433	35.743581
0.6590875	31088.732	17166.757	42.916893
0.67955	31200.916	20669.14	51.67285
0.6504625	46058.562	20504.458	51.261145
0.581625	45783.282	20443.091	51.107728
0.624425	43392.12	19902.083	49.755208
0.6641875	46276.566	20552.926	51.382316
0.634175	45789.942	20444.578	51.111445
0.5956	44659.74	20190.692	50.476729
0.5355	42919.26	19793.346	49.483365
0.6283125	21912.621	14199.112	35.497781
0.6277375	45206.304	20313.867	50.784667
0.6556	29304.444	17916.348	44.790869
0.6474625	43463.826	19918.521	49.796302
0.6655	30992.236	16824.793	42.061982
0.668325	10663.104	12282.984	30.707459
0.669175	47607.9	20846.474	52.116186
0.6610875	23908.845	14935.12	37.337799
0.6818875	46983.636	20709.347	51.773369
0.6387875	47535.528	20830.623	52.076558
0.6504875	46137.372	20521.993	51.304982
0.70365	19459.543	15107.796	37.769491
0.665075	32228.184	17575.359	43.938399
0.6674625	30955.236	17829.338	44.573344
0.6294625	31081.48	20629.542	51.573854
0.6521875	46148.472	20524.461	51.311153
0.6755	32208.5	17515.34	43.78835
0.6845375	23497.479	18525.196	46.312989
0.6782625	48640.2	21071.273	52.678183
0.6767125	47435.184	20808.626	52.021564
0.636275	18664.783	13580.335	33.950839
0.647775	46603.572	20625.415	51.563539
0.5654625	29536.212	16447.267	41.118167
0.6219	43320.414	19885.632	49.714081
0.68155	45960.216	20482.555	51.206388
0.6784375	48087.198	20951.149	52.377872
0.682875	32347.324	18823.571	47.058927
0.584825	45306.648	20336.4	50.841
0.625	28324.832	19693.477	49.233693
0.6361	22941.036	14703.896	36.75974
0.6542625	31152.076	17885.935	44.714838
0.6443875	44768.964	20215.367	50.538417
0.5768625	44278.344	20104.292	50.260731
0.66475	23002.197	20492.397	51.230993
0.6711875	23696.835	17188.531	42.971328
0.6803875	48253.476	20987.34	52.468351
0.6903875	16500.224	15474.913	38.687284
0.681325	33081.7	19036.047	47.590117
0.6783	30804.72	20537.49	51.343725
0.642375	31736.528	18645.006	46.612514
0.6408625	30543.796	17710.452	44.27613
0.6756625	47385.456	20797.716	51.994289
0.6507	16036.318	12463.294	31.158235
0.70485	13581.453	12511.946	31.279864
0.6779125	48329.622	21003.893	52.509733
0.6740375	45965.988	20483.841	51.209603
0.7091125	32245.648	17243.745	43.109363
0.6688875	32448.704	21078.389	52.695972
0.6913125	48573.6	21056.843	52.642106
0.71375	49289.106	21211.363	53.028407
0.6628875	24195.003	16221.794	40.554484
0.684525	31175.46	17892.647	44.731618
0.69015	47746.872	20876.879	52.192196
0.6909125	32315.652	18216.908	45.54227
0.6996375	32300.408	17540.313	43.850782
0.6840875	48646.416	21072.62	52.681549
0.6599125	31999.376	20931.94	52.329851
0.6659375	31158.44	17126.214	42.815534
0.6628375	47400.552	20801.028	52.00257
0.65395	23416.449	15690.274	39.225685
0.6480875	18395.186	15222.364	38.05591
0.5963375	18148.766	12896.977	32.242443
0.6483375	44209.08	20088.562	50.221404
0.679075	47050.902	20724.167	51.810417
0.664825	47693.592	20865.227	52.163068
0.6874625	48294.99	20996.366	52.490916
0.64145	23634.231	15262.43	38.156076
0.675725	46634.208	20632.194	51.580484
0.6238375	45062.226	20281.47	50.703674
0.683525	30901.068	20569.583	51.423956
0.665375	31976.288	17092.203	42.730508
0.6871875	31578.908	17733.098	44.332745
0.6980125	32842.088	21205.773	53.014433
0.6569125	49165.452	21184.739	52.961848
0.6509875	46845.996	20678.991	51.697477
0.67065	47704.47	20867.607	52.169016
0.6415	47309.088	20780.95	51.952374
0.6103125	29361.868	16386.824	40.967059
0.6001375	21992.874	20037.756	50.094391
0.6471375	30477.344	16820.14	42.050349
0.6160125	30517.008	20441.356	51.103391
0.6254	30140.94	20315.014	50.787535
0.66225	23605.26	14983.022	37.457555
0.6394	22905.96	16698.606	41.746515
0.668825	30827.512	20545.086	51.362716
0.6196125	30705.412	17060.596	42.65149
0.6542125	46308.756	20560.073	51.400183
0.7104875	31647.432	18618.816	46.547039
0.6647875	48503.448	21041.631	52.604079
0.6488125	31414.776	18550.251	46.375627
0.658175	31153.556	17455.292	43.638229
0.6444625	31006.444	20604.625	51.511562
0.6970125	23785.524	15320.606	38.301515
0.68765	32833.652	21203.05	53.007624
0.5970125	31402.788	16942.847	42.357117
0.652975	29481.156	16465.619	41.164047
0.69365	47656.74	20857.165	52.142912
0.710025	50022.372	21368.559	53.421398
0.6839875	32566.068	17846.622	44.616555
0.6553	31609.692	17178.354	42.945886
0.669775	47556.84	20835.292	52.088231
0.6728875	47901.606	20910.679	52.276698
0.6849875	47874.744	20904.815	52.262038
0.6637375	47264.688	20771.196	51.92799
0.68265	47632.986	20851.966	52.129915
0.6981625	24405.681	15032.504	37.58126
0.7140625	33171.536	19061.876	47.654691
0.693325	33061.868	18144.701	45.361753
0.7123125	49771.734	21314.958	53.287396
0.66405	32289.308	17209.664	43.024161
0.6139875	18330.54	14620.743	36.551859
0.6540125	45607.236	20403.749	51.009373
0.627725	45363.702	20349.2	50.873001
0.6000125	21260.607	14705.385	36.763463
0.664075	46030.146	20498.132	51.245329
0.6511125	31358.388	18533.595	46.333987
0.666275	46944.786	20700.784	51.751959
0.6661125	18839.186	13383.507	33.458767
0.6798625	31955.272	17160.926	42.902314
0.6997	49396.998	21234.566	53.086414
0.6994125	49303.758	21214.515	53.036288
0.6437125	32273.472	17490.799	43.726998
0.6882875	19175.827	15689.134	39.222836
0.6917625	32421.768	18246.793	45.616983
0.6071	45381.906	20353.283	50.883207
0.649825	18707.674	15663.758	39.159396
0.6289625	21861.339	15108.228	37.770569
0.640775	30084.404	20295.953	50.739881
0.6733875	31145.268	17883.981	44.709952
0.6592	32136.572	20976.765	52.441912
0.692475	31582.016	17103.362	42.758405
0.6668375	47737.77	20874.889	52.187222
0.696225	48222.174	20980.532	52.45133
0.6821375	12206.171	11839.54	29.59885
0.6251875	47408.988	20802.879	52.007198
0.6490375	29899.256	16604.512	41.511279
0.6416125	22768.098	14451.317	36.128294
0.6495625	47349.936	20789.919	51.974798
0.6116625	30466.392	17035.063	42.587658
0.6779375	45887.4	20466.323	51.165808
0.69215	19608.55	16250.623	40.626556
0.6321	47519.544	20827.121	52.067802
0.6589875	31135.204	20647.363	51.618407
0.6494	30756.916	20521.548	51.303871
0.637125	29826.736	16716.094	41.790234
0.665975	46731	20653.594	51.633986
0.6613875	47744.874	20876.442	52.191104
0.6020625	22174.47	14349.36	35.873401
0.662075	42373.806	19667.169	49.167922
0.6743125	31679.844	17498.264	43.745661
0.6543875	23008.08	14823.109	37.057772
0.6749125	47233.608	20764.365	51.910914
0.6808625	47410.764	20803.269	52.008172
0.6458375	47888.064	20907.723	52.269308
0.6621	46513.662	20605.51	51.513775
0.6488875	23006.415	16737.072	41.842679
0.6890625	23551.092	16142.452	40.356131
0.6817	31276.692	17648.039	44.120098
0.66005	18917.774	13574.683	33.936709
0.6337375	23292.795	17428.237	43.570593
0.6764	23104.317	17183.126	42.957814
0.6780375	24412.119	17504.337	43.760844
0.68205	48762.522	21097.752	52.74438
0.6783	15935.308	14199.506	35.498765
0.6938875	23986.767	14988.111	37.470278
0.6733375	32112.744	17882.358	44.705896
0.6808	24432.321	17318.376	43.29594
0.671825	32625.416	17322.91	43.307274
0.699575	48625.104	21068.003	52.670008
0.64355	48379.128	21014.648	52.53662
0.6363375	46780.062	20664.433	51.661083
0.6646125	46207.968	20537.687	51.344218
0.6360875	18194.942	13939.344	34.848359
0.6774125	47172.336	20750.893	51.877233
0.7053625	46957.44	20703.573	51.758933
0.70835	50467.926	21463.514	53.658786
0.66185	48170.448	20969.276	52.423191
0.66415	47397.888	20800.444	52.001109
0.6005875	30661.604	17316.922	43.292306
0.660075	22748.451	16923.82	42.309551
0.664625	23700.054	17476.219	43.690548
0.67085	23650.992	15712.7	39.281751
0.6409875	31272.252	16976.533	42.441331
0.6620375	44531.424	20161.665	50.404163
0.6721375	30891.744	18395.178	45.987946
0.6454375	47745.54	20876.587	52.191468
0.64095	29584.164	16632.356	41.58089
0.6322125	45064.446	20281.969	50.704923
